link,client.name,pe.contact,pe.address,pe.phone,pe.state,pe.email,pe.EIN,pe.name,pe.type,producer.name,producer.nipr,license.resident,license.state,license.licenseNumber,license.type,license.stateLicense,licenseDetail.loa,licenseDetail.effectiveDate,licenseDetail.expiration,Notes
1.14,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06213",(860) 954-9535,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,CT,001039509,Producer,Producer,Travel Accident & Baggage,2/1/2000,1/31/2016,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06219",(860) 954-9541,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,DC,9900586,Producer,Producer,Casualty,5/1/1999,5/31/2015,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06220",(860) 954-9542,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,DC,9900586,Producer,Producer,Property,5/1/1999,5/31/2015,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06221",(860) 954-9543,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,DE,0152672,Producer,Producer,No LOA Needed,12/9/1999,2/28/2017,
1.05,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06191",(860) 954-9513,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,FL,L050220,Producer,Agency,Lines Determined by Agent,7/25/2007,1/1/9999,
1.10,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06201",(860) 954-9523,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Resident,GA,99432,Producer,Casualty,Principal Agency,7/18/2001,12/31/2016,
1.10,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06202",(860) 954-9524,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Resident,GA,99432,Producer,Property,Principal Agency,7/18/2001,12/31/2016,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06222",(860) 954-9544,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,ID,84752,Producer,Producer,Casualty,5/22/2001,6/1/2015,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06223",(860) 954-9545,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,ID,84752,Producer,Producer,Property,5/22/2001,6/1/2015,
1.04,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06190",(860) 954-9512,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,IL,100306923,Producer,Business Entity Producer,No LOA Needed,6/23/2003,5/31/2015,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06224",(860) 954-9546,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,IN,30365,Producer,Producer - Organization (Corp),Property & Casualty,6/16/2000,1/31/2016,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06225",(860) 954-9547,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,KS,411888760-0,Producer,Agency,Lines Determined by Agent,11/19/2001,11/19/2015,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06226",(860) 954-9548,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,KY,DOI-525796,Producer,Agent,Casualty,7/5/2001,3/31/2017,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06227",(860) 954-9549,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,KY,DOI-525796,Producer,Agent,Property,7/5/2001,3/31/2017,
1.15,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06214",(860) 954-9536,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,LA,259045,Producer,Producer Agency,Casualty,12/1/1999,4/30/2017,
1.15,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06215",(860) 954-9537,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,LA,259045,Producer,Producer Agency,Property,12/1/1999,4/30/2017,
1.07,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06194",(860) 954-9516,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,MA,1808490,Producer,Business Entity Producer,Casualty,6/20/2005,6/20/2015,
1.07,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06195",(860) 954-9517,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,MA,1808490,Producer,Business Entity Producer,Property,6/20/2005,6/20/2015,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06228",(860) 954-9550,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,MD,133339,Producer,Producer,Casualty,11/10/1999,2/4/2016,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06229",(860) 954-9551,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,MD,133339,Producer,Producer,Property,11/10/1999,2/4/2016,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06230",(860) 954-9552,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,ME,AGN67254,Producer,Producer Business Entity,No LOA Needed,1/13/2000,4/1/2017,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06231",(860) 954-9553,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,MI,0021755,Producer,Producer,Casualty,12/3/1999,1/1/9999,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06232",(860) 954-9554,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,MI,0021755,Producer,Producer,Property,12/3/1999,1/1/9999,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06233",(860) 954-9555,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Resident,MN,20127449,Producer,Resident Agency,No LOA Needed,3/3/1998,10/31/2016,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06234",(860) 954-9556,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,MO,8009764,Producer,Business Entity Producer,Lines Determined by Agent,11/2/1999,11/2/2015,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06235",(860) 954-9557,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,MS,107713,Producer,Insurance Producer Entity,No LOA Needed,10/27/2009,5/31/2016,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06236",(860) 954-9558,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,MT,43189,Producer,Producer,Casualty,12/9/1999,1/1/9999,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06237",(860) 954-9559,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,MT,43189,Producer,Producer,Property,12/9/1999,1/1/9999,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06238",(860) 954-9560,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,NC,411888760,Producer,Corporation,No LOA Needed,11/16/1999,3/31/2016,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06239",(860) 954-9561,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,ND,20291961,Producer,Producer,Casualty,10/29/1999,1/1/9999,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06240",(860) 954-9562,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,ND,20291961,Producer,Producer,Property,10/29/1999,1/1/9999,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06241",(860) 954-9563,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,NE,100174631,Producer,Agency,No LOA Needed,10/21/1999,4/30/2016,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06242",(860) 954-9564,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,NH,0354148,Producer,Producer,Property & Casualty,4/24/2001,5/31/2016,
1.09,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06199",(860) 954-9521,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,NJ,9954442,Producer,Producer - Organization (Corp),Personal Lines,12/16/1999,5/31/2015,
1.09,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06200",(860) 954-9522,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,NJ,9954442,Producer,Producer - Organization (Corp),Property,12/16/1999,5/31/2015,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06243",(860) 954-9565,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,NJ,9954442,Producer,Producer - Organization (Corp),Casualty,12/16/1999,5/31/2015,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06244",(860) 954-9566,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,NM,550060,Producer,Firm,Casualty & Surety,12/12/2001,4/30/2015,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06245",(860) 954-9567,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,NM,550060,Producer,Firm,"Property, Marine, and Transportation",12/12/2001,4/30/2015,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06246",(860) 954-9568,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,NV,9054,Producer,Producer/Producer Firm,Casualty,10/1/2001,5/1/2015,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06247",(860) 954-9569,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,NV,9054,Producer,Producer/Producer Firm,Property,10/1/2001,5/1/2015,
1.02,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06185",(860) 954-9507,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,NY,PC-907440,Producer,Property/Casualty Agent,Baggage,7/1/2014,6/30/2016,
1.02,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06186",(860) 954-9508,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,NY,PC-907440,Producer,Property/Casualty Agent,Casualty,7/1/2014,6/30/2016,
1.02,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06187",(860) 954-9509,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,NY,PC-907440,Producer,Property/Casualty Agent,Personal Lines,7/1/2014,6/30/2016,
1.02,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06188",(860) 954-9510,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,NY,PC-907440,Producer,Property/Casualty Agent,Property,7/1/2014,6/30/2016,
1.08,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06196",(860) 954-9518,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,OH,26104,Producer,Major Lines,Casualty,5/1/2001,9/30/2015,
1.08,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06197",(860) 954-9519,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,OH,26104,Producer,Major Lines,Property,5/1/2001,9/30/2015,
1.08,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06198",(860) 954-9520,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,OH,26104,Producer,Major Lines,Property & Casualty,5/1/2001,9/30/2015,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06248",(860) 954-9570,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,OK,100103167,Producer,Producer,Casualty,9/17/2003,9/30/2015,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06249",(860) 954-9571,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,OK,100103167,Producer,Producer,Property,9/17/2003,9/30/2015,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06250",(860) 954-9572,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,OR,100161629,Producer,Producer,Casualty,4/17/2001,4/30/2017,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06251",(860) 954-9573,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,OR,100161629,Producer,Producer,Property,4/17/2001,4/30/2017,
1.06,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06192",(860) 954-9514,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,PA,55917,Producer,Producer Agency,Casualty & Allied Lines,12/28/2003,12/28/2015,
1.06,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06193",(860) 954-9515,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,PA,55917,Producer,Producer Agency,Property & Allied Lines,12/28/2003,12/28/2015,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06252",(860) 954-9574,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,SC,141901,Producer,Agency,No LOA Needed,11/9/1999,12/31/2015,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06253",(860) 954-9575,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,SD,6190,Producer,Business Entity,No LOA Needed,5/1/2001,1/1/9999,
1.03,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06189",(860) 954-9511,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,TX,13446,Producer,General Lines Agency/Agent,Property & Casualty,2/27/2002,2/27/2016,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06254",(860) 954-9576,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,UT,97813,Producer,Producer,Casualty,5/16/2002,4/30/2017,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06255",(860) 954-9577,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,UT,97813,Producer,Producer,Property,5/16/2002,4/30/2017,
1.11,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06203",(860) 954-9525,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,VA,107823,Producer,Producer,Property & Casualty,10/27/1999,1/1/9999,
1.12,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06204",(860) 954-9526,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,WA,159498,Producer,Producer,Casualty,7/1/2009,11/5/2015,
1.12,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06205",(860) 954-9527,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,WA,159498,Producer,Producer,Disability,7/1/2009,11/5/2015,
1.12,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06206",(860) 954-9528,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,WA,159498,Producer,Producer,Life,7/1/2009,11/5/2015,
1.12,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06207",(860) 954-9529,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,WA,159498,Producer,Producer,Property,7/1/2009,11/5/2015,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06256",(860) 954-9578,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,WV,100113960,Producer,Business Entity,No LOA Needed,7/16/2003,6/30/2015,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06257",(860) 954-9579,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,WY,6991,Producer,Producer Firm,Casualty,12/10/2001,1/1/9999,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06258",(860) 954-9580,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,WY,6991,Producer,Producer Firm,Personal Lines,12/10/2001,1/1/9999,
,"The Travelers Companies, Inc.",Kamal Agrawal,"One Tower Square, CR10
Hartford, CT  06259",(860) 954-9581,CT,KAGRAWA2@travelers.com,999999999,"SPC Insurance Agency, Inc.",Producer- Agency,"SPC Insurance Agency, Inc.",3202300,Non-resident,WY,6991,Producer,Producer Firm,Property,12/10/2001,1/1/9999,
